Inst Code,Branch Code,Branch Name,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC_I BOYS,SC_I GIRLS,ST BOYS,ST GIRLS,EWS BOYS,EWS GIRLS
MGUNS F,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,79279,79279,131663,131663,120185,134967,79279,108731,107627,107627,124500,124500,79279,147455,149610,150687,119855,132375
MGUNS F,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,105142,105142,105142,116630,105142,133490,105142,105142,127385,127385,105142,105142,105142,105142,149500,149500,105142,105142
MHVR,ANE,AERONAUTICAL ENGINEERING,42141,43976,99696,99696,60241,109260,106539,106539,56026,86509,68647,68647,42141,43976,130380,140123,85458,85458
MHVR,CIV,CIVIL ENGINEERING,14279,14279,77859,77859,98346,98346,14279,14279,83795,83795,14279,79668,142980,142980,105794,150790,93636,93636
MHVR,CSE,COMPUTER SCIENCE AND ENGINEERING,26453,26453,74053,76406,42359,46359,26453,26453,36826,37887,40428,41229,26453,26453,98489,98489,37453,37453
MHVR,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),24903,33020,77978,78749,43354,46439,24903,33020,40733,43604,30530,33020,128127,128127,103453,120926,42340,42340
MHVR,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,49208,51090,93384,108741,78626,78626,59183,59183,69588,69588,131746,131746,145371,145371,126855,143186,62203,70564
MHVR,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,62932,70206,108441,108441,95798,103673,75351,75351,62932,79712,62932,70206,62932,70206,137787,139967,114740,114740
MHVR,INF,INFORMATION TECHNOLOGY,47186,47186,105674,105674,55424,55424,47186,47186,65250,65250,51121,55492,47186,47186,137541,140894,57272,57272
MHVR,MEC,MECHANICAL ENGINEERING,69759,84900,83441,108099,96384,123562,69759,84900,99018,99018,69759,85315,69759,84900,112915,141046,127532,127532
MINA,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,135466,NA,142713,NA,146405,NA,135466,NA,151779,NA,135466,NA,135466,NA,135466,NA,135466
MINA,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,119537,NA,127124,NA,132549,NA,127813,NA,135403,NA,133870,NA,119537,NA,151557,NA,119537
MINA,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,122794,NA,122794,NA,134032,NA,122794,NA,122794,NA,122794,NA,122794,NA,142105,NA,122794
MINA,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,121410,NA,121410,NA,121410,NA,121410,NA,131661,NA,121410,NA,145849,NA,149603,NA,121410
MLID,ANE,AERONAUTICAL ENGINEERING,26837,26837,91226,91226,49494,58951,26837,26837,41857,41857,39743,100883,26837,26837,117647,140790,37216,37221
MLID,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),19872,19872,44151,44303,26944,27959,19872,61368,25803,26132,39935,52683,73280,140727,79268,102632,20746,20746
MLID,CSE,COMPUTER SCIENCE AND ENGINEERING,17698,17698,43583,43583,24176,24176,24803,129311,23546,23546,37825,45383,99209,135134,74351,78589,19921,19921
MLID,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),17729,17733,38309,38309,23853,23853,47770,47770,22248,23513,35580,48560,140258,140258,75025,84961,19937,19937
MLID,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,25695,25695,51889,68017,34359,34359,25695,25695,33109,35364,60520,94053,25695,25695,108476,129813,29843,31006
MLID,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,36960,36960,78266,78266,39722,46896,36960,71006,36960,65593,93082,93082,36960,36960,119606,137081,38872,38872
MLID,MEC,MECHANICAL ENGINEERING,47624,68618,102027,106636,56675,102605,47624,68618,65212,68618,82177,82177,47624,68618,131266,131266,56369,74024
MLRD,ANE,AERONAUTICAL ENGINEERING,34624,36715,41973,41973,58587,58587,34624,36715,46435,46709,40728,86769,34624,36715,114646,140380,47151,47151
MLRD,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),25218,28487,57133,57133,35552,39129,77518,77518,28212,38097,34510,34510,111749,111749,51786,110602,30897,30897
MLRD,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),27249,27476,55859,62396,36698,36698,105044,116283,33560,34627,53713,62678,122013,138082,79184,113189,31538,31889
MLRD,CSE,COMPUTER SCIENCE AND ENGINEERING,22675,22675,50813,50883,31278,33041,67310,73702,30991,30991,43769,43769,77680,77680,70829,81383,27815,27815
MLRD,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),24245,24245,44371,57399,33514,33514,113330,113330,31878,32622,41577,56693,114430,144974,78917,94955,30390,30390
MLRD,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,34082,34082,74348,74348,44148,46119,34082,34082,40645,44109,74932,74932,34082,142304,96387,96387,38659,42621
MLRD,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,43375,43375,67882,99715,57970,57970,43375,43375,52859,74321,90575,106494,43375,43375,92496,92496,60403,60403
MLRD,MEC,MECHANICAL ENGINEERING,48019,48019,94827,131887,80621,80621,48019,89290,48019,105359,88975,88975,48019,48019,108578,142708,59029,122855
MLRS,CIV,CIVIL ENGINEERING,44084,73494,44084,120085,86390,94599,44084,73494,83220,92143,82615,82615,44084,73494,107768,107768,81697,108985
MLRS,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),28962,30385,64233,66782,40314,40314,123129,123129,37284,37343,55437,85685,145937,145937,103297,136674,32479,32479
MLRS,CSE,COMPUTER SCIENCE AND ENGINEERING,24009,24009,57303,57303,35575,35792,101242,101242,32449,32824,48649,69614,24009,143378,88586,95462,29176,29176
MLRS,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),25879,25879,59692,59692,36861,36861,118606,118606,34230,34230,45478,71546,90905,90905,97478,135689,30184,30315
MLRS,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,35115,35115,65953,71528,46339,50859,35115,102723,42541,46492,75097,119112,35365,35365,119254,138981,39262,40127
MLRS,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,48520,50061,107151,125206,61252,71640,48520,50061,50260,50260,106653,106653,48520,50061,135430,135430,64710,66271
MLRS,MEC,MECHANICAL ENGINEERING,54529,84049,119329,119329,87471,87471,54529,84049,72555,113293,54529,122319,54529,84049,54529,136077,80477,84049
MOTK,CSE,COMPUTER SCIENCE AND ENGINEERING,109431,109431,135047,135047,116785,151738,109431,109431,133054,133054,114708,114708,109431,109431,150860,151339,119310,119310
MOTK,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),95026,95026,145604,145604,149958,151213,95026,95026,95026,95219,126874,126874,95026,95026,145470,145470,123226,123226
MOTK,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,106282,108128,106282,108128,106282,121674,106282,108128,106282,119953,106282,108128,106282,108128,144753,144753,106282,108128
MOTK,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,112041,112041,112041,112041,141863,141863,112041,112041,112041,112041,112041,112041,112041,112041,150634,150634,112041,112041
MOTK,MEC,MECHANICAL ENGINEERING,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659
MRCE,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),29812,30520,65944,67526,42424,42424,29812,30520,41106,41484,62216,65461,29812,141731,98987,107926,36492,36492
MRCE,CSE,COMPUTER SCIENCE AND ENGINEERING,22322,24228,59526,59899,35758,35758,131601,131601,32236,32236,54330,62156,105682,118878,76467,107222,31512,31512
MRCE,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),23173,24511,56554,56554,36465,36697,82849,82849,34445,34821,48318,48318,102666,102666,80207,121561,32752,32752
MRCE,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,36267,36882,69043,69043,48881,51593,36267,50434,48883,48883,76855,76855,118477,118477,99946,137002,45572,45572
MRCW,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),NA,30148,NA,60171,NA,46117,NA,43806,NA,43353,NA,81726,NA,36326,NA,121711,NA,39959
MRCW,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,34772,NA,73765,NA,47405,NA,40582,NA,42690,NA,88976,NA,118632,NA,139253,NA,39690
MRCW,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,29267,NA,68144,NA,42003,NA,87383,NA,39547,NA,82167,NA,146501,NA,122583,NA,37544
MRCW,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,30101,NA,63591,NA,43198,NA,66975,NA,40543,NA,69362,NA,101522,NA,137808,NA,37645
MRCW,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,39021,NA,89484,NA,52679,NA,39021,NA,52999,NA,103435,NA,89957,NA,136037,NA,46813
MRCW,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,54713,NA,114000,NA,86526,NA,54713,NA,67891,NA,114928,NA,54713,NA,138757,NA,68243
MRCW,INF,INFORMATION TECHNOLOGY,NA,38282,NA,83846,NA,49946,NA,42015,NA,45409,NA,82160,NA,131060,NA,140869,NA,40405
MREM,CIV,CIVIL ENGINEERING,69903,83324,69903,121973,91362,91362,69903,83324,69903,83324,94576,94576,69903,83324,119476,126108,90338,120501
MREM,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),38548,42139,76739,83953,51534,51534,48324,48324,48276,49110,68396,110335,38548,42139,111781,136183,43609,43938
MREM,CSE,COMPUTER SCIENCE AND ENGINEERING,32832,32832,69067,71766,46188,47110,62449,62449,42961,44707,61745,62647,70844,70844,99462,128584,37581,42149
MREM,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),33651,36365,74906,78160,47452,48145,33651,47078,47234,47234,68519,108065,147810,147810,110939,136541,43157,43157
MREM,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,20348,20348,79919,79919,54829,54829,46770,46770,45296,50062,89666,89666,20348,128475,114060,114060,43053,55882
MREM,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,46732,46732,70193,106925,71934,95534,46732,46732,84093,84093,102409,102409,46732,46732,136200,136200,72554,75236
MREM,INF,INFORMATION TECHNOLOGY,44449,44556,78281,78281,56435,56435,44449,44556,53434,56471,44449,111845,44449,44556,100486,144662,49180,49180
MREM,MEC,MECHANICAL ENGINEERING,62322,131181,133732,133732,108116,131181,62322,131181,81662,131181,62322,131181,62322,131181,135940,149504,109045,131181
MRTN,CSE,COMPUTER SCIENCE AND ENGINEERING,29578,29578,65308,75866,42354,42804,92127,92127,38366,38366,63973,97637,95958,95958,108756,133611,34158,34158
MRTN,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),30827,32551,59447,69158,42733,42733,107661,134262,39544,39544,60589,78523,30827,88679,114335,128188,36348,36348
MRTN,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,48088,49450,94227,104866,60951,60951,133220,133220,58267,58267,105095,113932,137389,137389,137113,145276,56900,56900
MRTN,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,63524,67948,63524,133327,81303,81800,63524,67948,77422,77422,119328,120972,63524,67948,136980,144656,73276,73276
MTEC,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),115878,115878,148598,148598,150707,150707,115878,115878,115878,143573,115878,115878,115878,142504,145011,145011,115878,115878
MTEC,CSE,COMPUTER SCIENCE AND ENGINEERING,124047,124047,126372,145503,124047,124047,124047,124047,133631,133631,124047,124047,127690,127690,138934,138934,124047,124047
MTEC,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,115855,115855,123183,123183,115855,142525,115855,115855,115855,149677,115855,115855,115855,115855,150278,150278,115855,115855
MTEC,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),109552,109552,116404,125617,113371,131008,109552,109552,122133,144069,109552,135226,109552,109552,137038,139874,109552,120454
MTEC,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,123377,123377,123377,140357,123377,145613,123377,123377,123377,125385,123377,123377,148106,148106,138016,138016,123377,123377
MTEC,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,119211,119211,119211,149385,119211,119211,119211,119211,119211,119211,119211,149874,119211,119211,151569,151569,119211,119211
MVSR,CIC,CSE (IoT AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY),10819,11738,25303,25303,13335,14871,10819,83109,14844,14844,10819,11738,10819,138279,35803,53904,11376,12307
MVSR,CIV,CIVIL ENGINEERING,36361,36361,63175,128091,60087,60087,36361,36361,54943,54943,41018,41018,36361,36361,81549,93547,42240,57443
MVSR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),8298,8543,24492,24492,11770,13631,8298,8543,11597,12247,15561,23479,8298,8543,36135,48360,9118,9118
MVSR,CSE,COMPUTER SCIENCE AND ENGINEERING,7423,7796,23355,23355,11122,12587,40044,40044,10519,11927,15888,19025,43145,43145,30712,39268,8741,9023
MVSR,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,9864,10000,30123,30123,13653,14349,9864,10000,13738,13738,24475,24475,9864,10000,42651,51134,10273,11047
MVSR,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),7444,7444,18942,24559,9802,11680,7444,7444,9716,10052,11905,19935,7444,66242,31525,44509,8372,9055
MVSR,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,13415,13647,39035,39035,19657,19657,58009,115303,17857,19264,33692,38006,64460,64460,50550,58986,15585,15585
MVSR,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,20775,21613,53163,66805,28281,28281,20775,21613,25463,30110,36442,36442,20775,21613,62019,79399,24455,30714
MVSR,INF,INFORMATION TECHNOLOGY,11548,11632,33759,33759,15880,15880,71368,84182,16269,16269,25416,25416,95322,140105,49091,62728,12571,12571
MVSR,MEC,MECHANICAL ENGINEERING,36958,51480,70690,126562,53118,84845,36958,51480,45301,71955,82725,84097,36958,51480,80409,140225,45580,66441
NGIT,CSE,COMPUTER SCIENCE AND ENGINEERING,9940,10492,26881,26881,14579,15313,25546,25546,13483,13483,26728,26728,83269,83269,56999,59910,11183,11550
NGIT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),10370,10370,25799,27697,15305,15552,10370,20867,14502,14502,27858,27858,10370,115823,60545,65846,11203,12484
NGMA,CSE,COMPUTER SCIENCE AND ENGINEERING,115926,115926,147726,147726,115926,115926,115926,115926,115926,115926,115926,115926,115926,115926,144733,144733,115926,115926
NGMA,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),87788,87788,87788,87788,87788,87788,87788,87788,87788,87788,87788,87788,87788,87788,87788,87788,87788,87788
NGMA,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568,114568
NIET,CIV,CIVIL ENGINEERING,56848,56848,148630,148630,56848,56848,56848,56848,56848,56848,56848,56848,56848,56848,56848,56848,56848,56848
NIET,CSE,COMPUTER SCIENCE AND ENGINEERING,68676,68676,96509,114782,105903,105903,85605,85605,96014,101591,99599,99599,68676,143784,131041,138419,109549,118225
NIET,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,96542,109527,118126,133415,107361,113259,96542,109527,107499,135325,117791,117791,96542,109527,150519,150519,108652,122626
NIET,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,142098,149067,142098,149067,142098,149067,142098,149067,142098,149067,142098,149067,142098,149067,151259,151259,142098,149067
NNRG,CIV,CIVIL ENGINEERING,77571,77571,122217,122217,111399,111399,95735,95735,88970,88970,125988,125988,77571,77571,112101,146455,101910,101910
NNRG,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),44432,44432,74381,97958,58577,59737,91452,91452,54433,55535,80203,86942,125639,125639,136108,140067,51411,51411
NNRG,CSE,COMPUTER SCIENCE AND ENGINEERING,39577,39577,88453,96927,51164,56305,51421,51421,51355,51355,77554,115042,117426,117426,118874,137807,48012,48012
NNRG,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),41121,43089,82504,96084,56106,56106,54061,54061,52878,53687,81964,130594,151027,151027,134805,142384,50118,50118
NNRG,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,57919,61332,123016,127855,73507,74485,57919,61332,71407,71407,124724,133301,57919,61332,139361,146402,67712,69032
NRCM,CIV,CIVIL ENGINEERING,82265,82265,132559,132559,105627,127573,82265,82265,98480,116788,82265,134417,82265,82265,143353,143353,109814,109814
NRCM,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),47905,50125,93955,99096,62035,63573,51945,51945,60725,61450,100080,100080,51186,51186,137687,146394,58889,58889
NRCM,CSE,COMPUTER SCIENCE AND ENGINEERING,46967,46967,85243,85243,60789,60789,99108,123092,57423,58748,96520,114438,150267,150267,136264,142137,57529,57529
NRCM,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),44589,44589,90488,90488,58534,61891,58510,58510,58082,58082,77618,111708,138925,138925,137418,145728,57514,57514
NRCM,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,55664,57634,103379,111169,72435,74877,55664,57634,70988,70988,113987,113987,55664,146780,140238,149251,63265,63265
NRCM,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,65675,65675,97944,97944,95539,95539,65675,65675,85723,95478,86536,135181,65675,65675,143184,143184,89615,89615
NRCM,INF,INFORMATION TECHNOLOGY,51598,52553,94375,108683,70187,70187,63110,63110,62889,62889,99133,100885,51598,52553,139031,147346,60157,60157
NRCM,MEC,MECHANICAL ENGINEERING,72299,80363,110109,110109,90002,119875,72299,80363,89470,94087,126649,126649,72299,80363,141085,144912,92735,102313
NREC,CIV,CIVIL ENGINEERING,87570,103171,131469,131469,114132,129789,87570,122809,107305,119355,87570,130359,95743,103171,144251,144371,131276,131276
NREC,CSE,COMPUTER SCIENCE AND ENGINEERING,40155,40370,90055,90055,52630,53588,91156,96836,52648,52648,71507,93934,41340,125682,126030,137625,48085,48085
NREC,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),42471,42471,93540,93540,53479,57020,42471,42471,54359,54359,75257,84482,42471,42471,132261,143823,49505,49505
NREC,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,63023,63216,123290,123290,78447,78447,77332,77332,76934,79219,131056,134414,141570,141570,139461,147746,74713,74713
NREC,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,84333,84333,99392,114909,96617,114107,84333,84333,98409,98409,106798,106798,84333,84333,143424,143579,93992,105006
NREC,MEC,MECHANICAL ENGINEERING,89638,89638,120953,120953,135384,135384,116708,116708,115411,122170,132068,132068,89638,148616,147039,148663,104889,120347
OUCE,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,2026,2439,5839,5839,3115,3433,2026,2439,3153,3787,4371,6960,2026,2439,9426,10146,3072,3072
OUCE,BME,BIO-MEDICAL ENGINEERING,18493,18493,25889,25889,32528,32528,18493,39241,19161,19161,29833,29833,18493,25125,60434,60434,28933,35801
OUCE,CIV,CIVIL ENGINEERING,12281,12817,24556,24556,17173,17448,12281,12817,18397,18397,27222,27222,12281,12817,21554,21870,26856,31771
OUCE,CSE,COMPUTER SCIENCE AND ENGINEERING,1221,1600,3315,5389,2198,2198,4120,4120,2071,2508,1641,4527,11310,11310,8401,8401,1474,2522
OUCE,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,3144,3638,7400,7400,4844,4844,3144,3638,4431,4431,4375,9596,3144,3638,9229,10325,4791,6261
OUCE,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,5906,6595,14006,14006,8985,10421,18276,18276,9383,11670,12241,12241,70709,70709,12973,13388,9552,11263
OUCE,MEC,MECHANICAL ENGINEERING,10558,15597,24940,40847,16391,16844,10558,23886,18059,20418,13962,83917,10558,15597,26308,26308,15497,17359
OUCE,MIN,MINING ENGINEERING,29586,35338,87557,87557,47948,59724,29586,35338,30924,51457,80526,119388,29586,35338,56414,71755,49131,69871
OUCT,CHE,CHEMICAL ENGINEERING,20830,20830,56234,56234,24591,32334,36158,36158,30554,30554,35910,54349,54022,54022,43809,44714,28750,50718
OUCT,FDT,FOOD TECHNOLOGY,40320,40320,85214,85214,56945,56945,40320,40320,63367,63367,76971,128421,139438,139438,84367,88844,69527,69527
OUCT,TEX,TEXTILE TECHNOLOGY / TEXTILE ENGINEERING,55833,55833,107662,107662,84436,90443,63920,63920,78018,78018,130015,130015,126382,126382,102400,114298,104513,104513
PALV,CIV,CIVIL ENGINEERING,100149,100149,134328,134328,121118,131451,100149,100149,130371,130371,113756,113756,100149,100149,140266,143444,100149,100149
PALV,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),62803,62803,108024,108024,82713,87007,62803,62803,76976,81327,69806,107951,62803,62803,139993,144556,77263,77263
PALV,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),60330,60358,103320,103320,81844,81844,60330,60358,74993,74993,60330,101497,65196,65196,137989,142453,76689,76689
PALV,CSE,COMPUTER SCIENCE AND ENGINEERING,56470,56470,92429,100229,72182,72182,56470,128567,66160,66160,90407,99028,56470,56470,137162,142679,72510,75068
PALV,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),55489,55489,92428,113511,74542,78726,58357,58357,63771,65561,63578,63578,150999,150999,133011,148047,61102,63674
PALV,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,69516,74987,134984,134984,86916,88499,69516,74987,84266,85587,134794,135170,69516,74987,136605,149987,85554,85554
PALV,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,81411,81411,104620,105094,115673,115673,81411,96419,91753,95426,91882,91882,81411,135685,139973,139973,112019,112019
PETW,CIV,CIVIL ENGINEERING,NA,107189,NA,126674,NA,123272,NA,107189,NA,123736,NA,132140,NA,147410,NA,140290,NA,126693
PETW,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,81434,NA,123413,NA,99904,NA,86060,NA,91089,NA,134627,NA,81434,NA,149093,NA,101586
PETW,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,69325,NA,117059,NA,86721,NA,69696,NA,82962,NA,131678,NA,70351,NA,139652,NA,93152
PETW,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,64435,NA,102208,NA,88302,NA,76736,NA,82848,NA,123827,NA,79739,NA,142025,NA,98878
PETW,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,88558,NA,108344,NA,106110,NA,88558,NA,102781,NA,105699,NA,88558,NA,150564,NA,109545
PRIW,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,NA,77816,NA,123483,NA,134862,NA,114459,NA,109815,NA,101073,NA,102403,NA,146338,NA,134779
PRIW,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,88658,NA,134690,NA,122555,NA,108209,NA,105722,NA,122845,NA,88658,NA,150833,NA,124096
PRIW,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,65499,NA,99963,NA,110394,NA,93748,NA,94774,NA,88906,NA,95372,NA,151553,NA,116322
PRIW,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,98148,NA,117569,NA,124845,NA,98148,NA,130410,NA,98148,NA,98148,NA,146984,NA,130832
PRIW,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,148294,NA,148294,NA,148294,NA,148294,NA,148294,NA,148294,NA,148294,NA,148294,NA,148294
PUCE,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),84898,84898,129229,129229,127669,133726,112382,112382,106269,106269,114577,132369,146473,146473,142313,148092,127063,129283
PUCE,CSE,COMPUTER SCIENCE AND ENGINEERING,53054,53054,110547,134785,80897,80897,64685,64685,75272,75272,56989,76718,53054,53054,123021,144779,110768,128429
PUCE,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),69411,69411,113224,113224,106589,106589,69411,69411,96901,96901,130781,130781,96942,96942,145667,149287,127890,134404
RITW,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,59243,NA,114841,NA,88170,NA,76989,NA,74952,NA,133516,NA,141685,NA,150675,NA,79903
RITW,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,75483,NA,129050,NA,106470,NA,75483,NA,96882,NA,93621,NA,151522,NA,147486,NA,91878
RITW,INF,INFORMATION TECHNOLOGY,NA,74646,NA,120308,NA,96216,NA,74646,NA,94768,NA,96838,NA,74646,NA,139446,NA,95784
SAIS,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,93176,93176,113157,133281,115002,134726,93176,93176,103296,122926,128945,132904,93176,93176,150544,150544,93176,111112
SAIS,CSE,COMPUTER SCIENCE AND ENGINEERING,99829,99829,128457,128457,130500,130909,99829,99829,134036,150411,99829,150584,99829,99829,142351,150516,121866,128887
SAIS,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),70077,70077,94131,105933,85127,109679,70077,70077,81705,81705,107059,107059,142175,142175,136110,150646,132989,132989
SAIS,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,102831,102831,102831,112823,126966,128763,102831,130579,116687,133910,102831,102831,102831,102831,144992,144992,102831,133375
SAIS,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,99321,99321,99321,99321,99321,99321,99321,99321,99321,99321,99321,99321,99321,99321,99321,99321,99321,99321
SBIT,CSE,COMPUTER SCIENCE AND ENGINEERING,56992,56992,99721,99721,84092,84092,61898,61898,94544,94544,80658,80658,137135,137135,135845,138829,83987,83987
SBIT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),47971,47971,81080,81080,74440,74440,47971,75413,78005,78005,58838,58838,138712,138712,140959,140959,79289,84091
SBIT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,84232,84232,118434,134765,126589,126589,88990,88990,99430,107801,125635,125635,84232,137533,151160,151204,125417,125417
SBIT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,101128,101128,151037,151037,134296,134296,101128,101128,133749,133749,134542,134542,101128,101128,141238,148107,101128,121918
SCIT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),82282,82282,135001,135001,107590,113355,98707,98707,103225,103225,118967,118967,137287,137287,146513,146513,82282,82282
