Inst Code,Branch Code,Branch Name,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC_I BOYS,SC_I GIRLS,ST BOYS,ST GIRLS,EWS BOYS,EWS GIRLS
KPRT,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",47558,49522,98206,98206,72632,72632,73877,73877,73736,73736,115981,116924,150380,150380,139813,150585,64002,64002
KPRT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,48802,48802,127493,127493,72930,77194,48802,48802,78555,78555,119525,119525,138144,138144,142377,143873,75790,75790
KSGI,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),134864,134864,149543,149543,134864,134864,134864,134864,134864,134864,134864,134864,134864,134864,150662,150662,134864,134864
KSGI,CSE,COMPUTER SCIENCE AND ENGINEERING,57063,72757,132130,132130,111482,111482,57063,72757,89385,130803,108852,108852,57063,72757,57063,148727,57063,72757
KSGI,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",61221,61221,61221,61221,61221,61221,61221,61221,61221,127526,61221,61221,61221,61221,61221,61221,61221,61221
KTKM,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,65033,65033,116696,116696,95281,95281,65033,65033,84585,84585,129360,129360,65033,65033,146067,146067,107936,107936
KTKM,CIV,CIVIL ENGINEERING,126655,126655,126655,126655,126655,126655,126655,126655,126655,126655,126655,126655,126655,126655,147291,147291,126655,126655
KTKM,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),55886,55886,96369,96369,88885,96171,97489,97489,89742,89742,100988,100988,143605,143605,144052,144052,103741,103741
KTKM,CSE,COMPUTER SCIENCE AND ENGINEERING,58718,58718,112805,125692,92559,92559,74944,74944,79012,79012,104720,104720,104708,104708,150446,150446,105698,105698
KTKM,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,78092,78092,132898,132898,127105,133817,98678,105121,110592,110592,113820,113820,78092,101115,150741,150741,122242,129123
KTKM,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,126150,126150,132211,132211,126150,145718,126150,126150,126150,126150,126150,126150,126150,126150,147395,149734,126150,126150
KTKM,INF,INFORMATION TECHNOLOGY,65506,65506,133487,133487,117574,119374,126344,126344,99305,99305,124399,125007,146653,146653,147986,151507,120241,120241
KTKM,MEC,MECHANICAL ENGINEERING,99129,121048,99129,121048,133182,133182,99129,121048,99129,142889,99129,121048,99129,121048,99129,121048,99129,121048
KUEWS F,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,52803,NA,134768,NA,82081,NA,52803,NA,68721,NA,82181,NA,52803,NA,143252,NA,125151
KUEWS F,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,34387,NA,91569,NA,55890,NA,34387,NA,48392,NA,122882,NA,144494,NA,88513,NA,113732
KUEWS F,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",NA,45185,NA,100792,NA,65160,NA,59781,NA,58727,NA,81617,NA,45185,NA,150480,NA,106627
KUEWS F,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,62036,NA,117680,NA,97973,NA,62036,NA,84781,NA,116408,NA,138142,NA,146368,NA,124162
KUEWS F,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,100243,NA,138722,NA,149261,NA,100243,NA,127297,NA,122294,NA,100243,NA,149202,NA,100243
KUEWS F,INF,INFORMATION TECHNOLOGY,NA,63636,NA,121801,NA,117995,NA,63636,NA,103557,NA,117820,NA,63636,NA,150604,NA,120203
KUWL,CIV,CIVIL ENGINEERING,51917,51917,94976,127542,89168,126646,72770,72770,80300,80300,129380,129380,104484,104484,93744,136281,124516,124516
KUWL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),11146,23428,46778,46778,34141,34141,11146,23428,29109,29109,81993,81993,11146,23428,55737,55737,46748,46748
KUWL,CSE,COMPUTER SCIENCE AND ENGINEERING,17284,17284,25050,25050,20930,20960,17284,17284,19678,20022,31326,37950,17284,17284,34154,49993,29334,38564
KUWL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,22276,22276,79693,79693,40884,46988,22276,34481,33423,36469,120555,125435,22276,49781,70004,70004,39468,47343
KUWL,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,41093,41093,82656,101474,55169,58574,41093,41093,55461,59350,112978,112978,41093,41093,92662,124385,77545,120670
KUWL,INF,INFORMATION TECHNOLOGY,28716,28716,81671,102203,46980,46980,48317,48317,47994,47994,61182,102610,120484,120484,63144,100912,56430,62661
KUWL,MEC,MECHANICAL ENGINEERING,55328,55328,110696,115199,110025,110025,83102,83102,77047,94671,125976,125976,55328,55328,139203,139203,126071,126071
MDRK,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),148589,148589,148589,148589,148589,148589,148589,148589,148589,148589,148589,148589,148589,148589,148589,150727,148589,148589
MDRK,CSE,COMPUTER SCIENCE AND ENGINEERING,81906,81906,139088,139088,144462,144462,137603,137603,105744,105744,106856,106856,81906,139382,125107,125107,81906,81906
MDRK,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",104502,104502,131031,131031,149759,149759,145121,145121,123356,123356,147536,147536,104502,104502,142612,142612,104502,120698
MDRK,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,114496,114496,114496,143376,126282,132821,114496,146076,114496,114496,133127,139914,114496,114496,151120,151120,114496,114496
MDRK,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,102608,102608,102608,102608,102608,102608,102608,102608,102608,102608,102608,102608,102608,102608,102608,102608,102608,102608
MECS,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,18748,19583,46659,57333,25289,25289,18748,19583,23958,24855,35389,35389,18748,19583,78971,112571,19353,19617
MECS,CIV,CIVIL ENGINEERING,52574,52574,86955,124835,78733,79661,52574,103085,75407,88540,76157,79140,52574,52574,136190,136190,90069,95946
MECS,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),15630,17493,40742,40742,25230,25230,15630,17493,23159,23959,33500,33500,91349,91349,75656,100542,17864,19329
MECS,CSE,COMPUTER SCIENCE AND ENGINEERING,15929,17051,37851,40131,23991,23991,57831,57831,23089,23089,27147,29752,140968,140968,71696,71696,18160,18160
MECS,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,23018,23018,66971,66971,34539,38629,23018,30983,31730,31730,60520,117278,23018,150777,108800,122168,26983,26983
MECS,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,39068,39068,128057,128057,60635,72387,39068,39068,56678,65544,128637,128637,139801,139801,110572,139982,55808,57489
MECS,INF,INFORMATION TECHNOLOGY,21226,21226,43591,56467,27986,29970,107273,107273,28791,30518,64963,64963,21226,21226,101870,117380,21927,21969
MECS,MEC,MECHANICAL ENGINEERING,53535,65481,115390,121925,108116,117969,67459,67459,93952,117259,70074,102739,53535,65481,137148,137278,90903,114701
METH,CIV,CIVIL ENGINEERING,45309,45309,60260,78032,123769,127145,45309,45309,111715,115938,67671,67671,45309,45309,63813,140415,68813,113606
METH,CSA,COMPUTER SCIENCE AND ENGG (ARTIFICIAL INTELLIGENCE),48525,52806,128485,132350,83970,85407,48525,86498,73753,82183,59215,68199,48525,138685,150343,150343,62620,76194
METH,CSE,COMPUTER SCIENCE AND ENGINEERING,30353,31808,83136,83136,51732,63322,30353,31808,47745,58144,52753,52753,139323,139323,124616,146245,51426,51426
METH,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",31091,36015,85761,85761,50408,66672,127144,127144,56595,56595,44419,44419,31091,135604,132241,151335,50989,50989
METH,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,39436,39436,112099,117581,100877,100877,39436,39436,82481,82481,106698,121875,39436,39436,149810,150300,67793,71415
METH,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,68692,68692,133758,133758,128098,128098,94336,94336,99203,110609,121231,129788,147670,147670,151151,151187,108622,110084
METH,MEC,MECHANICAL ENGINEERING,68551,132702,108389,132702,94633,132702,68551,132702,114185,132702,75257,132702,68551,132702,142550,142558,87581,132702
MGHA,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,NA,75454,NA,127847,NA,117064,NA,91400,NA,100370,NA,101505,NA,145903,NA,149148,NA,101359
MGHA,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,NA,64743,NA,126366,NA,103764,NA,64743,NA,87382,NA,127915,NA,64743,NA,149840,NA,87344
MGHA,CIV,CIVIL ENGINEERING,NA,132249,NA,146427,NA,149152,NA,132249,NA,132249,NA,132249,NA,142866,NA,132249,NA,132249
MGHA,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,54468,NA,106236,NA,81972,NA,71566,NA,71494,NA,127140,NA,59936,NA,145563,NA,79543
MGHA,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,NA,80536,NA,108767,NA,106222,NA,80536,NA,99299,NA,112350,NA,80536,NA,143685,NA,112175
MGHA,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,60299,NA,124269,NA,110224,NA,60299,NA,87729,NA,115636,NA,60299,NA,145482,NA,115652
MGHA,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,111872,NA,132140,NA,126968,NA,113735,NA,114122,NA,126843,NA,111872,NA,151563,NA,119913
MGIT,CIV,CIVIL ENGINEERING,29297,29297,59100,86696,47560,47560,29297,29297,40539,48418,44951,66195,29297,29297,53565,69377,39915,39915
MGIT,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,8624,8905,23644,28163,12294,12294,26091,26091,10724,12149,8624,16708,8624,8905,33386,61783,8749,10185
MGIT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),6313,6905,19201,19717,8841,10954,6313,24028,8816,10163,12107,12107,52739,52739,30610,32546,6719,7505
MGIT,CSE,COMPUTER SCIENCE AND ENGINEERING,5862,6663,15901,19592,8399,9008,14914,14914,8118,9093,11864,15058,27944,54450,29745,30933,6527,6918
MGIT,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",5280,5942,18484,18484,7786,9303,14171,14171,7094,9400,8053,15866,33605,33605,22366,31669,6094,7120
MGIT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,9439,9890,25197,32070,12380,15505,9439,55301,14194,15333,22355,27215,9439,120913,41007,51525,10697,11881
MGIT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,15153,15153,48557,48557,21610,38711,15153,15153,25935,26071,36716,110008,15153,15153,42579,69387,18591,21920
MGIT,INF,INFORMATION TECHNOLOGY,7972,8533,23499,28126,10157,13078,7972,8533,9584,12073,14193,14193,60486,60486,32298,45612,8576,9287
MGIT,MCT,MECHANICAL (MECHTRONICS) ENGINEERING,19789,35495,71387,90780,33526,50077,27503,35495,31268,84203,19789,35495,19789,35495,126912,126912,28283,56870
MGIT,MEC,MECHANICAL ENGINEERING,23809,33095,69351,80009,46421,80209,23809,33095,34368,55774,50346,50346,23809,33095,63688,136877,34683,43180
MGIT,MMT,METALLURGY AND MATERIAL ENGINEERING,38821,49950,106848,106848,67349,71025,38821,49950,62059,87480,132266,132266,38821,49950,114705,141130,70502,70502
MGUNS F,CSE,COMPUTER SCIENCE AND ENGINEERING,66543,66543,94539,95055,119286,119286,87860,87860,99276,99276,96945,96945,139592,139592,150456,150456,128774,130624
MGUNS F,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,79279,79279,131663,131663,126561,134967,79279,79279,101981,101981,124500,124500,79279,147455,149610,150687,79279,132375
MGUNS F,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,105142,105142,131170,150995,105142,133490,105142,105142,127385,127385,105142,105142,105142,105142,148935,148935,105142,105142
MHVR,ANE,AERONAUTICAL ENGINEERING,39430,43976,128340,129745,78125,108566,79998,79998,79706,100449,71195,71195,39430,43976,141811,141811,125564,125564
MHVR,CIV,CIVIL ENGINEERING,88052,88052,116576,116576,118050,118050,88052,88052,114554,114554,88052,121447,150613,150613,139531,145330,88052,108047
MHVR,CSE,COMPUTER SCIENCE AND ENGINEERING,27315,27315,90835,90835,56051,56356,27315,27315,45245,49936,61596,61596,27315,27315,115614,136984,46547,49201
MHVR,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",24936,24936,91795,103848,56252,56252,24936,24936,45895,58320,44236,44236,112743,112743,122457,137145,47316,47316
MHVR,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,46374,46374,97476,97476,94700,94700,63682,63682,83253,83253,133221,133221,147442,147442,137574,147358,73882,91379
MHVR,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,66462,66462,108441,108441,126977,126977,91628,91628,66462,118237,66462,66462,66462,66462,137260,146047,91919,91919
MHVR,INF,INFORMATION TECHNOLOGY,47186,47186,108922,130365,73198,77143,47186,47186,62398,62398,79132,108565,47186,47186,141070,141070,52217,52217
MHVR,MEC,MECHANICAL ENGINEERING,70972,93913,110627,116423,132115,134237,70972,93913,129763,129763,70972,132912,70972,93913,137101,140301,111224,111224
MINA,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,133256,NA,136100,NA,141920,NA,133256,NA,151779,NA,133256,NA,133256,NA,133256,NA,133256
MINA,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,118207,NA,127124,NA,127979,NA,128817,NA,135403,NA,133870,NA,118207,NA,151557,NA,118207
MINA,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",NA,114276,NA,114276,NA,117731,NA,114276,NA,134032,NA,114276,NA,114276,NA,142105,NA,114276
MINA,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,112434,NA,149915,NA,125314,NA,112434,NA,131661,NA,112434,NA,144000,NA,149603,NA,112434
MLID,ANE,AERONAUTICAL ENGINEERING,26837,26837,91826,91826,44767,58951,26837,26837,41857,41857,42141,100883,26837,26837,131739,149432,37216,37221
MLID,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),19872,19872,44151,44303,26978,28119,19872,134262,25803,25803,39935,52683,73280,129852,79910,99404,20746,20746
MLID,CSE,COMPUTER SCIENCE AND ENGINEERING,17652,17652,43583,43583,24808,26170,61368,129311,24005,24005,38177,48560,99209,135134,76182,78990,19921,19921
MLID,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",17729,17733,38309,38309,24667,24667,103478,103478,23173,23513,35580,43189,140258,140258,70443,84961,19937,19937
MLID,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,25653,25653,59269,78483,34359,34359,25653,25653,34712,39779,71395,94053,25653,25653,110379,129813,29843,31006
MLID,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,35000,35000,78266,78266,39722,59539,35000,81808,50260,74647,104034,104034,35000,35000,118600,137849,38872,38872
MLID,MEC,MECHANICAL ENGINEERING,47624,68618,102027,106636,71584,97110,47624,68618,66833,68618,82177,82177,47624,68618,131266,131266,56369,79028
MLRD,ANE,AERONAUTICAL ENGINEERING,33269,36715,93339,93339,58587,63140,33269,36715,49617,49617,40728,86769,33269,36715,114646,140380,47151,47151
MLRD,CIV,CIVIL ENGINEERING,61501,71669,122181,122181,90157,103422,61501,71669,87421,96865,94576,110335,61501,71669,112810,138913,90748,90748
MLRD,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),24993,28487,60009,60171,35552,39824,77518,77518,36471,42380,34510,34510,124272,124272,51786,107574,30897,30897
MLRD,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),26295,27476,55859,68843,36687,38066,105044,116283,36104,39835,54595,62678,140923,140923,78090,113189,31538,31889
MLRD,CSE,COMPUTER SCIENCE AND ENGINEERING,22675,22675,50813,68829,33587,36335,67310,73702,32981,35300,43769,43769,77680,77680,70829,79484,27559,27813
MLRD,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",24245,24245,50030,61138,33514,33797,105251,105251,33560,35540,41577,44172,117887,144974,78917,94955,30390,30390
MLRD,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,34082,34082,75850,75850,45558,51216,34082,34082,47282,47282,79004,79004,34082,63784,96387,123780,38659,42621
MLRD,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,26421,26421,67882,99715,62170,62170,26421,26421,52859,74321,92430,106494,26421,26421,92496,92496,60403,60403
MLRD,MEC,MECHANICAL ENGINEERING,44573,44573,103004,131887,83586,83586,44573,109359,44573,125290,88975,88975,44573,44573,127049,131416,62390,62911
MLRS,CIV,CIVIL ENGINEERING,70898,70898,70898,76320,86390,94599,70898,70898,83220,109122,70898,70898,70898,70898,126108,126108,81697,108985
MLRS,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),28193,30385,67708,70423,42390,43280,123129,123129,40661,40880,58738,75686,145937,145937,109717,136674,32479,32479
MLRS,CSE,COMPUTER SCIENCE AND ENGINEERING,24041,24041,64137,64137,39403,42594,101242,101242,36445,36445,52763,69611,24041,144359,88586,97272,29811,29811
MLRS,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",25879,25879,59692,62395,38005,42439,118606,118606,39674,39674,53214,71546,138925,138925,93910,135689,30511,30511
MLRS,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,34268,34268,78126,107687,46966,55112,34268,117451,49141,51544,80222,116794,123286,123286,119644,139533,38266,40127
MLRS,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,50061,50061,71934,71934,62052,71585,50061,50061,66439,66439,73396,73396,50061,50061,136050,136050,59029,66271
MLRS,MEC,MECHANICAL ENGINEERING,44729,79820,119329,119329,101534,116348,44729,79820,72555,134050,44729,79820,44729,79820,44729,136077,88111,88111
MOTK,CIV,CIVIL ENGINEERING,128026,128026,128026,128026,128026,128026,128026,128026,128026,128026,128026,128026,128026,128026,128026,128026,128026,128026
MOTK,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),144036,144036,144036,144036,144036,144036,144036,144036,144036,144036,144036,144036,144036,144036,144036,144036,144036,144036
MOTK,CSE,COMPUTER SCIENCE AND ENGINEERING,107827,107827,135047,135047,129685,151738,107827,107827,124084,124084,114708,114708,107827,107827,150860,150860,107827,107827
MOTK,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,65967,65967,65967,65967,65967,65967,65967,65967,65967,65967,65967,65967,65967,65967,65967,65967,65967,65967
MOTK,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",95026,95026,145604,145604,149958,151213,95026,95026,114104,114104,126874,126874,95026,95026,145470,145470,123226,123226
MOTK,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,150468,151578,150468,151578,150468,151578,150468,151578,150468,151578,150468,151578,150468,151578,150468,151578,150468,151578
MOTK,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,112041,112041,112041,112041,141863,141863,112041,112041,112041,112041,112041,112041,112041,112041,150634,150701,112041,112041
MOTK,MEC,MECHANICAL ENGINEERING,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659
MRCE,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),26209,27805,66985,82999,46902,50908,26209,27805,45966,45966,69253,89663,26209,129375,106908,132598,36853,36853
MRCE,CSE,COMPUTER SCIENCE AND ENGINEERING,22226,24791,70693,72650,42641,46765,42478,43254,41723,42073,64904,64904,103012,118878,90014,94963,35345,35345
MRCE,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",23845,23845,56554,56554,43865,43865,82849,82849,42100,43500,54109,78523,102666,102666,100325,130316,32728,33077
MRCE,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,43621,43621,83975,83975,54137,56594,43621,55388,53770,54569,76855,76855,122353,122353,112402,124069,43621,45280
MRCW,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),NA,26249,NA,77749,NA,42684,NA,43806,NA,43023,NA,81726,NA,36326,NA,121711,NA,39959
MRCW,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,34772,NA,73765,NA,47405,NA,40328,NA,44519,NA,88976,NA,140348,NA,139253,NA,39690
MRCW,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,29267,NA,68144,NA,42003,NA,87383,NA,41727,NA,82167,NA,146501,NA,125744,NA,37544
MRCW,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",NA,30101,NA,63591,NA,43198,NA,66975,NA,40543,NA,69362,NA,101522,NA,137808,NA,37645
MRCW,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,38547,NA,89484,NA,52679,NA,38547,NA,53803,NA,103435,NA,116302,NA,136037,NA,46813
MRCW,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,54713,NA,114000,NA,88576,NA,54713,NA,86140,NA,114928,NA,54713,NA,138757,NA,68243
MRCW,INF,INFORMATION TECHNOLOGY,NA,38282,NA,83846,NA,49946,NA,42015,NA,45409,NA,82160,NA,129464,NA,140676,NA,40405
MREM,CIV,CIVIL ENGINEERING,83795,83795,130845,130845,121119,132970,83795,83795,104286,118940,123759,123759,83795,83795,139684,147003,134692,134692
MREM,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),37114,42139,83132,85870,55513,62952,55250,55250,54810,56798,81013,119990,37114,42139,115970,142190,43317,46373
MREM,CSE,COMPUTER SCIENCE AND ENGINEERING,30956,30956,82486,84221,51567,58720,79686,79686,51323,51323,76718,76718,137211,137211,105726,138152,40451,42149
MREM,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",33651,36365,77677,80934,54133,54133,33651,131601,54302,54302,89666,119765,143676,143676,107904,140102,43157,43157
MREM,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,44892,44892,91238,95043,68392,71367,68321,68321,68047,68047,107082,120972,44892,143358,119449,143578,59156,60538
MREM,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,61205,63539,70193,99844,106017,106017,61205,63539,90737,90737,124211,125988,61205,63539,137018,145901,95267,95267
MREM,INF,INFORMATION TECHNOLOGY,39787,39787,84070,93571,61174,64275,39787,39787,61984,64949,39787,130240,39787,39787,100493,142807,49714,49714
MREM,MEC,MECHANICAL ENGINEERING,80051,131181,114917,131181,135203,135203,80051,131181,106055,131181,111381,131181,80051,131181,140578,149504,130272,131181
MRTN,CSE,COMPUTER SCIENCE AND ENGINEERING,29363,29363,69101,84705,43748,43748,92127,92127,40933,40933,67222,97637,95958,95958,108756,133611,34158,34158
MRTN,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",30827,32551,59447,77395,44451,46208,107661,123092,42069,43089,54346,106581,30827,88679,112017,128532,36348,36348
MRTN,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,48088,51180,95220,109323,61775,61775,133220,133220,60010,66900,105095,113932,137389,137389,140587,149466,56900,59794
MRTN,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,43479,67948,43479,93742,96617,96617,43479,67948,83266,83266,119328,119328,43479,67948,110788,142194,69726,69726
MTEC,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),90636,90636,149774,149774,150707,150707,90636,90636,90636,148150,90636,90636,90636,142504,139848,139848,90636,90636
MTEC,CSE,COMPUTER SCIENCE AND ENGINEERING,116627,116627,132214,151546,116627,116627,116627,116627,128335,128335,116627,116627,116627,145713,140984,151423,116627,116627
MTEC,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,123183,123183,123183,123183,123183,123183,123183,123183,123183,123183,123183,123183,123183,123183,123183,145135,123183,123183
MTEC,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",48319,95337,116404,125617,104434,131008,48319,95337,135396,139874,48319,135226,48319,95337,144069,144069,48319,116957
MTEC,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,136758,136758,136758,136758,140357,140357,136758,136758,136758,141473,136758,143401,136758,136758,148636,148636,136758,136758
MTEC,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,119211,119211,145515,145515,151569,151569,119211,119211,119211,119211,119211,149874,119211,119211,151390,151390,119211,119211
MVSR,CIC,CSE (IoT AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY),11014,12185,30047,30047,15956,16219,11014,83109,14844,14844,11014,12185,11014,138279,48266,48266,11376,12478
MVSR,CIV,CIVIL ENGINEERING,36361,36361,76757,128091,65477,65477,36361,36361,54943,59223,41018,41018,36361,36361,89859,93912,42240,83873
MVSR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),9223,9754,25799,27697,14199,14759,9223,9754,13070,14163,15561,35272,9223,9754,43956,50414,9377,10366
MVSR,CSE,COMPUTER SCIENCE AND ENGINEERING,8274,9498,23355,27718,13166,14466,40044,40044,13030,13329,17964,19562,82133,82133,38924,41649,9238,10237
MVSR,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,10599,10930,30123,30123,15305,15869,10599,10930,15087,15087,29460,29460,10599,10930,45652,51134,11252,12349
MVSR,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",7444,7444,23465,24978,11818,14349,7444,7444,10551,12493,11905,21498,7444,66242,36627,44509,9262,9262
MVSR,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,13381,15469,39654,39654,23078,23078,78691,115303,22654,22654,33692,65461,144153,144153,57390,66690,15585,15585
MVSR,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,23399,23882,53163,93645,36014,36488,23399,23882,33499,33499,36442,36442,23399,23882,67825,73520,24455,30714
MVSR,INF,INFORMATION TECHNOLOGY,12279,13408,35950,36674,17787,17787,66840,84182,17017,17827,25499,43003,127895,140105,52227,69062,12571,13577
MVSR,MEC,MECHANICAL ENGINEERING,36958,48331,73607,85572,67413,84845,36958,48331,53678,71955,92915,115978,36958,48331,93442,145005,47410,53844
NGIT,CSE,COMPUTER SCIENCE AND ENGINEERING,10585,11929,30411,30411,16197,16620,25546,25546,15542,16268,36774,47848,85142,85142,65167,69203,11203,12496
NGIT,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",10711,10711,29355,29967,16668,16668,10711,55078,16440,16440,27858,27858,10711,115823,64738,75291,11514,12503
NIET,CSE,COMPUTER SCIENCE AND ENGINEERING,61050,61050,120792,125507,129433,134159,119533,125267,111880,133388,123185,123185,61050,138943,138243,150221,61050,127053
